number,created_at,closed_at
32370,2019-07-04T14:45:10Z,2019-08-18T17:12:45Z
32371,2019-07-04T15:26:17Z,2019-07-24T15:52:12Z
32375,2019-07-04T16:25:03Z,2019-07-15T13:35:46Z
32378,2019-07-04T18:29:52Z,2019-07-30T16:23:51Z
32381,2019-07-05T02:30:54Z,2019-07-08T15:45:11Z
32394,2019-07-05T11:25:19Z,2019-08-02T03:08:33Z
32395,2019-07-05T13:14:20Z,2019-08-06T16:36:19Z
32396,2019-07-05T14:25:46Z,2019-07-09T21:14:38Z
32397,2019-07-05T18:04:28Z,2019-07-07T13:28:15Z
32403,2019-07-06T09:40:48Z,2019-07-06T10:43:43Z
32405,2019-07-06T10:29:22Z,2019-07-13T17:18:30Z
32406,2019-07-06T10:33:29Z,2019-07-09T06:53:15Z
32411,2019-07-06T18:37:50Z,2019-07-09T06:15:59Z
32412,2019-07-06T20:07:24Z,2019-07-07T06:10:17Z
32414,2019-07-07T00:54:06Z,2019-07-08T06:56:15Z
32427,2019-07-08T12:52:03Z,2019-10-25T14:26:44Z
32436,2019-07-08T14:39:11Z,2019-10-22T15:22:46Z
32439,2019-07-08T15:13:21Z,2019-09-25T19:09:15Z
32444,2019-07-09T04:36:11Z,2019-09-08T07:15:48Z
32445,2019-07-09T04:45:30Z,2019-07-09T07:21:48Z
32453,2019-07-09T08:29:23Z,2019-08-13T13:28:57Z
32459,2019-07-09T10:14:22Z,2019-07-09T14:28:55Z
32460,2019-07-09T14:00:17Z,2019-07-09T15:27:19Z
32465,2019-07-09T20:15:59Z,2019-07-15T06:55:45Z
32473,2019-07-10T06:47:47Z,2019-08-05T05:18:39Z
32474,2019-07-10T06:58:17Z,2019-07-12T05:47:01Z
32477,2019-07-10T08:42:23Z,2019-07-11T08:26:23Z
32479,2019-07-10T10:43:58Z,2019-07-19T07:46:32Z
32481,2019-07-10T13:14:36Z,2019-07-10T16:31:47Z
32482,2019-07-10T13:15:24Z,2019-07-10T13:52:19Z
32483,2019-07-10T14:18:17Z,2019-07-11T20:38:08Z
32488,2019-07-10T18:59:26Z,2019-07-17T07:18:25Z
32490,2019-07-10T19:53:54Z,2019-07-11T10:00:20Z
32493,2019-07-11T09:50:11Z,2019-07-11T12:52:47Z
32499,2019-07-11T15:54:37Z,2019-07-12T04:52:05Z
32502,2019-07-11T19:42:54Z,2019-07-24T16:47:27Z
32505,2019-07-11T23:43:41Z,2019-10-24T13:32:32Z
32506,2019-07-12T00:41:15Z,2019-09-27T07:08:36Z
32507,2019-07-12T06:25:45Z,2019-10-24T22:27:30Z
32512,2019-07-12T08:38:47Z,2019-07-17T06:17:41Z
32513,2019-07-12T08:43:53Z,2020-01-26T19:19:33Z
32515,2019-07-12T09:01:06Z,2019-07-16T09:05:40Z
32521,2019-07-12T13:45:07Z,2019-07-18T13:36:53Z
32523,2019-07-12T16:46:47Z,2019-07-17T07:16:04Z
32524,2019-07-12T18:01:59Z,2019-07-13T07:54:12Z
32526,2019-07-12T20:58:15Z,2019-07-19T07:33:23Z
32528,2019-07-12T21:50:01Z,2019-07-24T00:43:08Z
32529,2019-07-13T05:39:25Z,2019-09-03T21:39:01Z
32535,2019-07-13T18:43:18Z,2019-09-01T16:05:58Z
32542,2019-07-14T17:27:34Z,2019-08-04T02:32:31Z
32545,2019-07-15T08:05:22Z,2019-08-04T02:49:53Z
32547,2019-07-15T09:11:24Z,2019-07-18T19:41:38Z
32549,2019-07-15T14:57:45Z,2019-07-17T07:04:48Z
32551,2019-07-15T17:20:35Z,2019-07-15T18:15:18Z
32559,2019-07-16T07:29:20Z,2019-07-26T17:24:48Z
32560,2019-07-16T09:11:15Z,2019-11-04T14:56:13Z
32569,2019-07-17T09:15:33Z,2019-09-08T16:18:15Z
32574,2019-07-17T13:24:40Z,2019-07-17T16:06:03Z
32575,2019-07-17T13:50:16Z,2020-02-04T05:52:34Z
32577,2019-07-17T13:59:12Z,2019-07-23T08:36:30Z
32585,2019-07-17T18:07:41Z,2019-08-05T05:23:19Z
32586,2019-07-17T18:14:04Z,2019-07-18T08:47:15Z
32588,2019-07-17T22:09:13Z,2019-08-07T11:23:53Z
32591,2019-07-18T03:30:41Z,2019-07-18T03:35:25Z
32594,2019-07-18T09:55:14Z,2019-07-18T13:51:48Z
32595,2019-07-18T11:48:05Z,2019-10-11T13:39:54Z
32596,2019-07-18T12:13:14Z,2019-07-18T13:29:33Z
32602,2019-07-18T15:46:04Z,2019-07-30T15:49:01Z
32603,2019-07-18T16:15:59Z,2019-07-18T20:40:04Z
32605,2019-07-18T17:22:05Z,2019-10-15T21:17:39Z
32611,2019-07-19T00:27:43Z,2019-07-19T14:21:37Z
32621,2019-07-19T09:59:08Z,2019-07-19T12:06:50Z
32628,2019-07-19T17:43:19Z,2019-07-24T09:54:15Z
32629,2019-07-19T18:33:28Z,2019-07-20T07:39:21Z
32630,2019-07-19T18:36:51Z,2019-07-19T20:44:02Z
32633,2019-07-20T00:03:16Z,2019-07-20T06:19:04Z
32635,2019-07-20T03:25:22Z,2019-07-23T06:30:44Z
32643,2019-07-21T02:11:16Z,2019-07-21T03:05:22Z
32653,2019-07-22T10:10:52Z,2019-07-31T05:02:33Z
32655,2019-07-22T13:20:24Z,2019-08-02T15:48:48Z
32656,2019-07-22T13:23:42Z,2019-10-13T08:39:44Z
32657,2019-07-22T14:18:58Z,2020-03-16T06:20:16Z
32666,2019-07-22T23:05:28Z,2019-07-28T13:27:34Z
32667,2019-07-23T02:47:33Z,2019-07-30T17:36:09Z
32668,2019-07-23T05:25:56Z,2019-09-21T16:22:18Z
32670,2019-07-23T07:01:06Z,2019-07-29T12:26:03Z
32673,2019-07-23T08:58:43Z,2019-07-24T10:10:16Z
32675,2019-07-23T09:51:20Z,2019-07-29T09:58:43Z
32686,2019-07-23T15:48:57Z,2019-07-24T10:33:32Z
32687,2019-07-23T16:12:54Z,2019-07-23T18:58:01Z
32701,2019-07-24T10:10:40Z,2019-10-09T14:30:36Z
32702,2019-07-24T10:56:18Z,2019-09-08T16:19:18Z
32704,2019-07-24T11:44:22Z,2019-07-30T15:42:56Z
32706,2019-07-24T12:17:46Z,2019-07-30T14:28:14Z
32709,2019-07-24T13:42:33Z,2019-09-27T14:48:25Z
32711,2019-07-24T13:53:02Z,2019-07-26T11:02:12Z
32712,2019-07-24T13:59:42Z,2019-07-30T15:40:53Z
32713,2019-07-24T14:01:48Z,2019-07-27T06:05:36Z
32716,2019-07-24T14:22:00Z,2019-07-25T07:17:01Z
32727,2019-07-24T19:18:44Z,2019-07-26T12:11:31Z
32732,2019-07-25T07:51:57Z,2019-07-25T13:59:46Z
32737,2019-07-25T12:06:48Z,2019-07-25T14:03:05Z
32738,2019-07-25T12:09:16Z,2019-08-05T05:38:34Z
32739,2019-07-25T12:09:40Z,2019-09-21T16:17:04Z
32743,2019-07-25T14:24:09Z,2019-07-27T06:43:52Z
32744,2019-07-25T14:39:56Z,2019-07-30T15:45:40Z
32750,2019-07-25T21:17:01Z,2019-07-31T16:33:34Z
32752,2019-07-26T08:08:09Z,2020-03-16T06:12:12Z
32753,2019-07-26T08:26:08Z,2019-07-26T11:00:36Z
32755,2019-07-26T09:39:06Z,2019-07-26T10:25:18Z
32765,2019-07-26T14:54:12Z,2019-08-06T08:45:19Z
32766,2019-07-26T19:35:11Z,2019-07-28T21:16:35Z
32779,2019-07-27T11:40:57Z,2019-08-06T07:06:47Z
32780,2019-07-27T11:58:32Z,2019-07-29T16:53:27Z
32795,2019-07-29T10:58:17Z,2019-07-29T11:41:58Z
32798,2019-07-29T12:56:29Z,2019-10-07T20:11:10Z
32801,2019-07-29T18:49:49Z,2019-07-30T07:04:43Z
32805,2019-07-30T07:18:53Z,2020-01-07T19:11:40Z
32808,2019-07-30T09:28:45Z,2019-07-31T12:59:19Z
32811,2019-07-30T11:30:48Z,2019-08-04T12:18:47Z
32813,2019-07-30T14:25:54Z,2019-08-06T05:52:24Z
32815,2019-07-30T15:14:05Z,2019-07-30T15:30:59Z
32816,2019-07-30T17:16:55Z,2019-08-07T10:03:07Z
32819,2019-07-30T19:02:34Z,2019-07-31T15:05:25Z
32820,2019-07-30T19:06:35Z,2019-07-30T22:42:49Z
32822,2019-07-30T20:26:01Z,2019-08-08T09:33:55Z
32827,2019-07-31T11:10:04Z,2019-08-02T11:27:26Z
32830,2019-07-31T12:44:47Z,2019-08-01T12:17:41Z
32833,2019-07-31T13:56:33Z,2019-09-03T15:06:06Z
32834,2019-07-31T14:43:13Z,2019-08-01T08:56:18Z
32837,2019-07-31T16:52:12Z,2019-08-22T16:28:14Z
32844,2019-07-31T23:13:06Z,2019-08-15T10:00:14Z
32847,2019-08-01T07:59:58Z,2019-09-08T16:21:33Z
32852,2019-08-01T09:33:10Z,2019-09-12T07:46:34Z
32853,2019-08-01T10:09:15Z,2019-08-03T18:27:01Z
32855,2019-08-01T10:48:12Z,2019-08-04T16:30:42Z
32860,2019-08-01T11:15:40Z,2019-08-01T13:16:27Z
32863,2019-08-01T11:39:10Z,2019-08-01T15:02:41Z
32874,2019-08-01T19:36:19Z,2019-09-27T15:48:41Z
32879,2019-08-02T08:05:53Z,2019-08-05T13:16:45Z
32880,2019-08-02T09:16:33Z,2019-08-17T00:58:28Z
32881,2019-08-02T10:02:17Z,2019-08-03T22:18:06Z
32883,2019-08-02T13:14:47Z,2019-08-04T18:51:12Z
32891,2019-08-02T20:54:40Z,2019-08-18T08:18:13Z
32898,2019-08-03T09:22:20Z,2019-08-05T13:49:46Z
32901,2019-08-03T10:50:59Z,2019-08-12T14:58:12Z
32926,2019-08-04T12:03:18Z,2019-08-04T12:11:10Z
32932,2019-08-04T18:32:19Z,2019-08-05T09:24:08Z
32936,2019-08-04T23:38:51Z,2019-08-18T08:11:27Z
32950,2019-08-05T12:37:17Z,2019-12-12T00:53:34Z
32952,2019-08-05T13:33:16Z,2019-08-06T06:47:59Z
32953,2019-08-05T13:36:07Z,2019-09-16T06:20:33Z
32959,2019-08-05T18:04:05Z,2019-08-06T06:22:54Z
32962,2019-08-05T19:36:54Z,2019-08-05T22:33:29Z
32967,2019-08-05T21:44:16Z,2020-02-20T15:20:18Z
32975,2019-08-06T06:27:48Z,2019-09-03T21:40:06Z
32976,2019-08-06T06:48:35Z,2019-10-02T19:24:16Z
32978,2019-08-06T08:11:42Z,2019-08-06T08:16:25Z
32983,2019-08-06T11:23:49Z,2019-08-20T20:27:19Z
32985,2019-08-06T12:03:31Z,2019-09-16T11:28:32Z
32987,2019-08-06T12:20:07Z,2019-08-07T04:57:43Z
32991,2019-08-06T14:35:06Z,2020-04-24T08:30:55Z
32994,2019-08-06T16:02:15Z,2019-11-04T06:58:35Z
32995,2019-08-06T16:35:19Z,2019-09-13T09:34:02Z
32996,2019-08-06T16:52:10Z,2019-08-27T18:51:19Z
33001,2019-08-06T21:51:54Z,2020-04-05T10:00:35Z
33002,2019-08-07T01:13:36Z,2020-02-04T07:57:51Z
33006,2019-08-07T07:44:44Z,2019-08-07T11:42:03Z
33008,2019-08-07T09:41:35Z,2020-01-01T09:59:17Z
33014,2019-08-07T12:10:24Z,2019-09-08T17:13:21Z
33017,2019-08-07T15:33:26Z,2019-08-08T06:42:01Z
33024,2019-08-07T19:32:31Z,2019-08-08T07:54:17Z
33025,2019-08-07T19:41:40Z,2020-01-29T10:43:28Z
33028,2019-08-08T00:46:43Z,2019-08-09T11:12:21Z
33037,2019-08-08T07:53:23Z,2019-08-15T09:38:15Z
33047,2019-08-08T10:12:53Z,2020-02-05T09:02:48Z
33052,2019-08-08T13:20:46Z,2019-08-09T06:00:53Z
33054,2019-08-08T13:45:07Z,2019-10-27T12:34:04Z
33063,2019-08-08T15:24:01Z,2019-11-30T08:27:07Z
33073,2019-08-08T22:41:50Z,2019-08-17T12:25:53Z
33075,2019-08-09T04:31:06Z,2019-08-14T02:28:55Z
33084,2019-08-09T08:55:20Z,2020-03-16T06:36:19Z
33086,2019-08-09T09:40:03Z,2019-08-19T10:45:49Z
33089,2019-08-09T11:16:48Z,2019-08-11T14:28:30Z
33101,2019-08-09T19:39:44Z,2019-08-20T14:11:07Z
33105,2019-08-10T12:34:21Z,2019-08-12T14:59:14Z
33107,2019-08-10T15:54:54Z,2019-08-18T18:51:50Z
33109,2019-08-10T18:10:35Z,2019-08-11T22:33:20Z
33116,2019-08-11T19:18:06Z,2019-09-08T06:58:16Z
33118,2019-08-12T02:08:07Z,2019-08-12T17:59:53Z
33121,2019-08-12T09:58:22Z,2019-08-12T10:15:20Z
33135,2019-08-13T09:12:14Z,2019-08-17T11:06:54Z
33136,2019-08-13T11:03:13Z,2019-08-18T08:16:52Z
33143,2019-08-13T15:14:42Z,2019-08-13T15:16:07Z
33146,2019-08-13T16:08:00Z,2019-09-27T10:11:33Z
33150,2019-08-13T20:37:42Z,2019-08-14T12:18:23Z
33167,2019-08-14T12:18:21Z,2019-12-24T09:23:29Z
33170,2019-08-14T15:23:36Z,2019-08-14T15:28:00Z
33173,2019-08-14T20:52:05Z,2019-08-22T16:28:09Z
33174,2019-08-14T22:02:27Z,2019-08-15T18:08:19Z
33181,2019-08-15T09:03:57Z,2019-08-15T09:45:31Z
33183,2019-08-15T09:23:39Z,2020-05-03T14:23:25Z
33188,2019-08-15T16:33:09Z,2020-02-03T17:31:56Z
33201,2019-08-16T07:53:08Z,2019-09-01T21:27:49Z
33206,2019-08-16T13:56:19Z,2019-08-17T00:20:56Z
33209,2019-08-16T16:25:58Z,2020-02-08T08:01:02Z
33213,2019-08-16T18:18:32Z,2019-08-16T19:52:40Z
33214,2019-08-16T19:30:01Z,2019-08-26T08:44:15Z
33219,2019-08-17T00:13:49Z,2019-08-21T12:46:28Z
33228,2019-08-18T22:49:51Z,2019-08-26T14:34:44Z
33230,2019-08-18T23:11:35Z,2019-08-19T06:16:52Z
33231,2019-08-18T23:20:05Z,2019-08-19T06:28:03Z
33235,2019-08-19T09:40:11Z,2019-09-25T18:45:36Z
33243,2019-08-19T15:40:22Z,2019-08-29T10:47:22Z
33249,2019-08-20T01:14:39Z,2019-08-21T08:50:10Z
33250,2019-08-20T08:22:39Z,2019-08-20T08:29:34Z
33251,2019-08-20T09:06:17Z,2019-08-20T11:37:27Z
33256,2019-08-20T12:52:49Z,2019-09-04T06:17:09Z
33274,2019-08-21T09:37:09Z,2019-08-22T06:43:15Z
33284,2019-08-21T16:27:30Z,2019-10-25T13:05:37Z
33290,2019-08-22T04:03:08Z,2019-08-23T04:24:39Z
33293,2019-08-22T10:20:52Z,2020-04-10T16:41:35Z
33296,2019-08-22T20:01:42Z,2019-08-23T11:33:28Z
33303,2019-08-23T12:06:05Z,2019-08-23T14:35:02Z
33304,2019-08-23T14:03:25Z,2019-08-24T11:05:18Z
33305,2019-08-23T14:14:22Z,2019-09-21T16:13:54Z
33306,2019-08-23T14:26:17Z,2019-09-25T18:38:20Z
33307,2019-08-23T14:30:44Z,2019-08-26T16:27:57Z
33310,2019-08-23T16:47:32Z,2019-08-25T07:12:48Z
33313,2019-08-23T22:37:35Z,2019-08-23T23:02:58Z
33316,2019-08-24T07:44:13Z,2019-08-24T10:41:28Z
33322,2019-08-25T03:42:43Z,2019-08-29T12:01:28Z
33324,2019-08-25T10:07:09Z,2019-08-27T06:46:33Z
33328,2019-08-25T13:47:51Z,2019-10-26T06:56:33Z
33330,2019-08-25T16:39:38Z,2019-08-25T17:45:51Z
33337,2019-08-26T12:43:34Z,2019-09-01T21:26:35Z
33338,2019-08-26T12:44:24Z,2019-08-30T17:44:13Z
33346,2019-08-26T17:23:57Z,2019-09-12T07:48:12Z
33347,2019-08-26T17:53:29Z,2019-08-26T18:49:35Z
33354,2019-08-27T09:21:28Z,2019-08-29T10:30:25Z
33355,2019-08-27T09:34:42Z,2019-09-11T05:02:14Z
33358,2019-08-27T10:51:25Z,2019-08-29T08:20:42Z
33360,2019-08-27T12:08:08Z,2019-08-27T14:13:29Z
33364,2019-08-28T01:54:55Z,2019-08-29T15:39:47Z
33365,2019-08-28T02:38:17Z,2019-08-29T08:13:25Z
33366,2019-08-28T06:51:46Z,2020-03-13T11:22:20Z
33367,2019-08-28T08:11:19Z,2019-08-28T09:06:42Z
33368,2019-08-28T09:19:09Z,2020-01-26T17:53:29Z
33369,2019-08-28T09:52:34Z,2020-01-26T17:43:49Z
33371,2019-08-28T11:29:32Z,2019-08-28T15:49:21Z
33372,2019-08-28T12:05:01Z,2019-08-28T13:06:44Z
33374,2019-08-28T16:03:01Z,2019-08-29T13:30:55Z
33378,2019-08-29T09:55:10Z,2019-08-29T10:02:46Z
33379,2019-08-29T12:43:11Z,2019-09-03T08:43:47Z
33383,2019-08-29T15:25:40Z,2019-09-03T16:30:14Z
33389,2019-08-30T10:24:05Z,2019-08-30T14:30:54Z
33392,2019-08-30T13:40:33Z,2019-09-26T08:03:52Z
33395,2019-08-30T13:48:16Z,2019-08-30T17:39:21Z
33398,2019-08-30T15:04:42Z,2019-09-28T14:56:12Z
33400,2019-08-30T16:15:37Z,2019-09-01T21:37:59Z
33403,2019-08-30T22:26:44Z,2019-09-09T16:30:12Z
33404,2019-08-31T16:12:16Z,2019-09-01T12:19:41Z
33406,2019-09-01T00:50:37Z,2019-09-02T15:16:39Z
33414,2019-09-01T21:15:38Z,2019-09-05T17:52:38Z
33417,2019-09-02T01:45:24Z,2019-09-02T07:57:31Z
33418,2019-09-02T02:34:28Z,2019-09-03T13:46:07Z
33420,2019-09-02T09:58:02Z,2019-09-04T08:38:03Z
33422,2019-09-02T11:52:22Z,2019-09-03T07:15:21Z
33425,2019-09-02T13:38:04Z,2019-10-22T06:39:08Z
33426,2019-09-02T13:49:13Z,2019-09-02T13:50:38Z
33427,2019-09-02T14:20:41Z,2019-09-03T16:15:33Z
33438,2019-09-03T08:01:29Z,2019-09-03T08:44:34Z
33441,2019-09-03T10:17:40Z,2019-09-04T15:52:08Z
33443,2019-09-03T12:48:42Z,2019-09-03T16:11:08Z
33445,2019-09-03T12:57:11Z,2020-03-18T14:36:23Z
33450,2019-09-03T18:48:51Z,2019-09-04T12:44:13Z
33453,2019-09-03T22:45:58Z,2019-09-27T13:28:14Z
33457,2019-09-04T10:24:35Z,2019-09-06T12:28:35Z
33458,2019-09-04T16:34:12Z,2019-09-20T13:50:17Z
33462,2019-09-04T23:03:04Z,2019-09-08T17:52:11Z
33464,2019-09-05T07:06:06Z,2019-09-10T11:06:08Z
33465,2019-09-05T07:13:12Z,2019-09-16T10:49:03Z
33467,2019-09-05T08:29:43Z,2019-09-23T15:46:09Z
33468,2019-09-05T08:31:29Z,2019-09-05T11:24:09Z
33470,2019-09-05T09:50:14Z,2020-01-14T16:43:00Z
33472,2019-09-05T12:10:45Z,2020-02-20T12:14:05Z
33473,2019-09-05T12:16:55Z,2019-09-05T13:52:31Z
33474,2019-09-05T13:15:32Z,2019-09-12T07:46:55Z
33478,2019-09-05T15:24:49Z,2019-09-06T11:28:16Z
33483,2019-09-05T22:26:25Z,2019-09-06T11:16:25Z
33488,2019-09-06T09:00:49Z,2019-09-26T18:42:34Z
33493,2019-09-06T14:15:12Z,2019-09-06T16:31:39Z
33498,2019-09-07T17:47:07Z,2019-09-16T10:01:52Z
33499,2019-09-07T19:42:53Z,2019-09-09T09:50:58Z
33514,2019-09-09T10:23:53Z,2019-09-11T13:31:38Z
33522,2019-09-09T16:56:59Z,2019-11-03T11:48:21Z
33528,2019-09-10T10:00:24Z,2019-09-14T17:33:14Z
33531,2019-09-10T11:39:34Z,2019-09-11T08:33:16Z
33534,2019-09-10T14:28:13Z,2019-09-11T09:51:51Z
33536,2019-09-10T15:04:00Z,2019-09-15T08:39:38Z
33538,2019-09-10T15:54:16Z,2019-09-11T09:29:35Z
33542,2019-09-10T19:46:07Z,2019-09-10T20:52:43Z
33548,2019-09-11T08:48:52Z,2019-10-04T21:43:37Z
33552,2019-09-11T09:45:35Z,2019-11-28T11:39:23Z
33555,2019-09-11T14:44:05Z,2020-01-14T13:58:10Z
33556,2019-09-11T15:34:43Z,2019-09-11T16:49:29Z
33560,2019-09-12T05:43:46Z,2019-09-12T08:05:55Z
33561,2019-09-12T13:24:32Z,2019-09-13T12:11:42Z
33563,2019-09-12T14:36:25Z,2019-09-19T08:31:25Z
33564,2019-09-12T17:49:44Z,2019-09-12T17:57:50Z
33566,2019-09-13T07:20:15Z,2019-09-30T10:07:07Z
33572,2019-09-13T14:02:43Z,2019-12-05T10:19:40Z
33577,2019-09-13T17:29:30Z,2019-09-20T13:49:47Z
33578,2019-09-13T17:31:39Z,2019-11-15T17:26:25Z
33580,2019-09-14T16:48:55Z,2019-09-26T18:24:35Z
33581,2019-09-14T21:41:55Z,2019-09-15T07:30:44Z
33589,2019-09-16T08:14:18Z,2019-09-16T08:18:43Z
33591,2019-09-16T10:31:13Z,2019-09-20T10:14:48Z
33592,2019-09-16T11:14:10Z,2020-02-03T17:13:26Z
33593,2019-09-16T11:49:13Z,2019-09-16T15:19:57Z
33594,2019-09-16T12:07:36Z,2019-09-17T08:54:37Z
33596,2019-09-16T14:13:36Z,2019-09-16T14:29:18Z
33599,2019-09-16T15:55:52Z,2019-09-16T16:04:09Z
33604,2019-09-17T07:06:46Z,2019-09-17T08:24:37Z
33615,2019-09-17T11:28:49Z,2019-09-17T12:32:21Z
33619,2019-09-17T17:21:25Z,2019-09-28T15:12:59Z
33624,2019-09-18T10:59:56Z,2019-09-18T11:22:18Z
33627,2019-09-18T14:10:09Z,2019-10-26T20:19:24Z
33629,2019-09-18T16:27:23Z,2019-10-07T16:31:44Z
33631,2019-09-18T17:13:51Z,2019-09-19T14:15:15Z
33636,2019-09-19T06:47:08Z,2019-09-30T23:02:18Z
33638,2019-09-19T12:30:09Z,2019-09-19T12:45:54Z
33640,2019-09-19T13:53:27Z,2019-09-21T16:05:00Z
33655,2019-09-20T22:54:13Z,2019-09-20T23:11:57Z
33659,2019-09-21T14:26:32Z,2019-09-23T21:29:20Z
33664,2019-09-23T06:51:09Z,2019-09-23T10:00:39Z
33669,2019-09-23T09:40:26Z,2019-09-24T06:35:21Z
33671,2019-09-23T12:38:52Z,2020-01-04T12:44:43Z
33679,2019-09-23T21:29:33Z,2019-09-24T06:28:54Z
33680,2019-09-23T22:28:22Z,2020-01-30T10:41:16Z
33681,2019-09-23T23:13:59Z,2019-10-13T19:47:06Z
33682,2019-09-24T10:40:40Z,2019-09-25T10:12:45Z
33684,2019-09-24T12:11:40Z,2019-10-13T19:12:49Z
33685,2019-09-24T12:34:05Z,2019-10-31T18:21:42Z
33694,2019-09-25T07:10:51Z,2019-09-26T18:22:20Z
33695,2019-09-25T07:21:08Z,2019-09-26T18:20:10Z
33699,2019-09-25T09:24:31Z,2019-09-25T11:56:51Z
33700,2019-09-25T13:26:52Z,2019-10-07T08:30:31Z
33704,2019-09-25T14:06:29Z,2019-09-26T07:59:49Z
33710,2019-09-25T18:12:03Z,2019-10-07T11:22:17Z
33715,2019-09-26T06:56:17Z,2020-04-17T12:22:30Z
33716,2019-09-26T08:49:25Z,2019-10-14T13:11:31Z
33717,2019-09-26T08:49:27Z,2019-09-26T10:59:49Z
33720,2019-09-26T13:27:42Z,2019-10-02T09:01:24Z
33723,2019-09-26T15:42:59Z,2020-01-30T15:04:44Z
33724,2019-09-26T16:26:37Z,2019-10-07T11:15:54Z
33726,2019-09-26T19:08:21Z,2019-09-30T10:05:37Z
33730,2019-09-27T09:30:45Z,2019-10-03T09:38:07Z
33731,2019-09-27T09:36:13Z,2019-09-30T14:57:05Z
33735,2019-09-27T10:59:47Z,2020-02-06T20:36:08Z
33736,2019-09-27T12:10:07Z,2019-09-27T14:02:04Z
33740,2019-09-27T15:25:07Z,2019-09-30T11:16:50Z
33741,2019-09-27T17:09:28Z,2019-09-27T17:21:54Z
33745,2019-09-28T10:58:18Z,2019-09-30T10:11:33Z
33747,2019-09-28T14:45:41Z,2019-10-02T14:45:53Z
33749,2019-09-28T15:28:02Z,2019-10-02T16:12:42Z
33751,2019-09-29T09:10:38Z,2019-10-09T06:54:31Z
33753,2019-09-29T14:55:59Z,2020-04-16T15:13:37Z
33755,2019-09-30T08:26:33Z,2019-09-30T10:18:15Z
33756,2019-09-30T08:32:19Z,2019-09-30T10:04:06Z
33765,2019-09-30T15:07:34Z,2019-09-30T23:13:52Z
33767,2019-09-30T15:34:02Z,2019-09-30T16:17:12Z
33769,2019-09-30T16:47:24Z,2019-10-02T16:15:29Z
33773,2019-09-30T19:42:31Z,2019-10-01T11:57:01Z
33774,2019-09-30T20:02:07Z,2019-09-30T23:02:08Z
33778,2019-10-01T07:50:48Z,2019-10-01T10:32:02Z
33780,2019-10-01T08:26:46Z,2019-10-01T09:16:31Z
33784,2019-10-01T09:13:58Z,2020-01-13T08:57:01Z
33794,2019-10-01T16:00:12Z,2020-01-26T18:11:17Z
33796,2019-10-01T17:42:24Z,2019-10-02T08:14:50Z
33800,2019-10-02T04:20:32Z,2020-04-27T11:22:52Z
33802,2019-10-02T08:40:46Z,2019-10-03T11:35:41Z
33806,2019-10-02T12:02:48Z,2019-10-27T17:32:44Z
33810,2019-10-02T13:22:46Z,2020-01-18T00:27:28Z
33812,2019-10-02T14:36:06Z,2019-10-02T17:36:42Z
33817,2019-10-02T17:30:11Z,2019-10-04T20:59:19Z
33823,2019-10-03T06:44:30Z,2019-10-07T12:47:51Z
33826,2019-10-03T09:17:18Z,2019-10-05T08:25:33Z
33827,2019-10-03T09:19:03Z,2020-01-30T10:37:41Z
33832,2019-10-03T13:46:55Z,2019-10-04T20:45:58Z
33833,2019-10-03T13:59:50Z,2019-10-05T12:42:03Z
33837,2019-10-04T04:21:28Z,2019-10-04T20:47:52Z
33838,2019-10-04T04:47:03Z,2019-10-04T20:47:25Z
33843,2019-10-04T09:16:08Z,2019-11-04T14:56:18Z
33845,2019-10-04T10:21:51Z,2019-10-16T13:19:21Z
33847,2019-10-04T11:40:06Z,2019-10-04T15:16:24Z
33870,2019-10-05T09:44:37Z,2019-10-18T08:27:21Z
33873,2019-10-06T03:46:48Z,2020-02-04T08:06:15Z
33874,2019-10-06T09:15:22Z,2019-12-03T06:40:20Z
33879,2019-10-07T01:51:48Z,2019-10-07T03:38:10Z
33888,2019-10-07T14:38:01Z,2019-10-07T15:07:14Z
33890,2019-10-07T14:46:30Z,2019-10-08T10:04:13Z
33892,2019-10-07T15:27:16Z,2019-10-08T08:38:23Z
33895,2019-10-07T20:09:02Z,2019-10-08T03:57:09Z
33901,2019-10-08T02:05:34Z,2019-12-13T12:34:31Z
33903,2019-10-08T07:04:42Z,2020-04-08T19:31:48Z
33905,2019-10-08T07:57:57Z,2019-10-14T13:25:15Z
33909,2019-10-08T12:24:16Z,2019-10-10T19:25:54Z
33915,2019-10-08T17:10:41Z,2019-11-05T15:00:53Z
33917,2019-10-08T18:42:20Z,2019-10-08T21:19:11Z
33923,2019-10-09T09:29:41Z,2019-10-14T13:21:35Z
33924,2019-10-09T09:40:21Z,2019-10-11T13:35:44Z
33925,2019-10-09T09:47:49Z,2019-10-09T14:15:12Z
33926,2019-10-09T09:57:25Z,2019-10-09T13:16:52Z
33928,2019-10-09T11:23:10Z,2019-12-17T10:19:54Z
33929,2019-10-09T12:06:45Z,2019-10-11T04:07:33Z
33933,2019-10-09T13:32:12Z,2019-10-29T19:35:05Z
33942,2019-10-10T10:06:49Z,2019-10-14T12:28:44Z
33945,2019-10-10T14:14:43Z,2019-10-25T14:38:46Z
33946,2019-10-10T23:44:04Z,2019-10-22T22:20:04Z
33947,2019-10-11T02:55:32Z,2019-10-13T18:27:34Z
33949,2019-10-11T10:34:52Z,2020-01-26T21:10:46Z
33952,2019-10-11T12:50:42Z,2019-10-11T13:30:56Z
